geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code, admin3 code, admin4 code,population,elevation,dem,timezone,modification date 
2803560,Zwickau,Zwickau,"Cvikau,Cvikava,Cvikkau,Cygnea,Gorad Cvikau,Stadt Zwickau,Swikawa,Zwickau,cheubikau,ci wei kao,tsfykaw,tsuvu~ikkau,tswykaw,Šwikawa,Горад Цвікау,Цвикау,Цвиккау,Цвікау,צוויקאו,تسفيكاو,تسویکاو,ツヴィッカウ,茨维考,츠비카우",50.72724,12.48839,P,PPLA3,DE,NA,13,00,14524,14524330,98796,NA,267,Europe/Berlin,2015-09-05
2803620,Zweibrücken,Zweibruecken,"Cvajbriken,Cvajbrjukken,Deux Ponts,Deux-Ponts,Dos Puentes,Zweebrigge,Zweibrucken,Zweibruecken,Zweibrücken,ci wei bu lu ken,tsuvu~aiburyukken,tswaybrwkn,Цвайбрюккен,Цвајбрикен,تسوایبروکن,ツヴァイブリュッケン,茨魏布吕肯",49.24686,7.36977,P,PPLA3,DE,NA,08,00,7320,7320000,35221,NA,242,Europe/Berlin,2015-09-05
2803723,Zulpich,Zulpich,"Cjul'pikh,Slaget vid Tulpiacum,Tolbiac,Zuelpich,Zulpich,Zülpich,Цюльпих",50.69447,6.65414,P,PPL,DE,NA,07,053,5366,5366044,20208,NA,174,Europe/Berlin,2015-09-04
2803870,Zossen,Zossen,"Cosen,Cossen,Sosny,Zossen,cuo sen,swzh,Цосен,Цоссен,Ցոսեն,سوزه,措森",52.216,13.44909,P,PPL,DE,NA,11,00,12072,12072477,17138,NA,41,Europe/Berlin,2015-09-05
2804008,Zittau,Zittau,"Citau,Citava,Cittau,Sitavia,Tsitaou,ZIT,Zitava,Zitawa,Zittau,Zytawa,qi tao,tsu~ittau,tsu~ittauno,tsyta,tsytaw,Żytawa,Žitava,Žitawa,Žytawa,Τσιτάου,Цитау,Циттау,Ціттаў,تسيتاو,تسیتا,ツィッタウ,ツィッタウの,齐陶",50.89772,14.80764,P,PPL,DE,NA,13,00,14626,14626610,25785,NA,253,Europe/Berlin,2015-09-05
2804034,Zirndorf,Zirndorf,"Cirndorf,Zimdorf,qi er en duo fu,tsyndwrf,tsyrndwrf,Цирндорф,Ցիրնդորֆ,تسيرندورف,تسیندورف,齐尔恩多夫",49.4424,10.95414,P,PPLA3,DE,NA,02,095,9573,9573134,25734,NA,309,Europe/Berlin,2014-01-15
2804748,Zerbst,Zerbst,"Cerbst,Serbisco,Serbišćo,Servesta,Zerbst,Zerbst/Anhalt,ce er bu si te,tsbrst,Цербст,تسبرست,策尔布斯特",51.9662,12.08517,P,PPL,DE,NA,14,00,15082,15082430,15680,NA,67,Europe/Berlin,2015-09-04
2804922,Zeitz,Zeitz,"Cajc,Ceicas,Cice [a. 1140],Zeitz,Zitc,cai ci,tsayts,tsaytz,zyyz,Žitč,Цайц,Цајц,צייץ,تسایتز,تسایتس,蔡茨",51.04962,12.1369,P,PPL,DE,NA,14,00,15084,15084590,29469,NA,191,Europe/Berlin,2015-09-04
2805059,Zehlendorf,Zehlendorf Bezirk,"Berlin-Zehlendorf,Celendorf,Zehlendorf  Berlin,zlndwrp,Целендорф,צלנדורף",52.43333,13.25,P,PPLX,DE,NA,16,00,11000,11000000,58469,NA,46,Europe/Berlin,2017-09-19
2805385,Xanten,Xanten,"Castra Vetera,Gorad Ksantehn,Ksanten,Sante,Santen,Xanten,Xantum,ke sang teng,kusanten,Горад Ксантэн,Ксантен,クサンテン,克桑滕",51.65877,6.45297,P,PPL,DE,NA,07,051,5170,5170052,21587,NA,24,Europe/Berlin,2017-08-02
2805597,Wurzen,Wurzen,"Gorad Vurcehn,Vurcen,Vurcene,Worcyn,Wurzen,fwrtsn,wu er cen,wwrtsn,Вурцен,Горад Вурцэн,فورتسن,وورتسن,武尔岑",51.3707,12.73939,P,PPL,DE,NA,13,00,14729,14729410,15233,NA,126,Europe/Berlin,2015-09-05
2805615,Würzburg,Wuerzburg,"Birtsmpournk,Gorad Vjurcburg,Herbipolis,Herbopolis,Vircburg,Vircburga,Virteburh [a. 704],Virtibriga,Viurcburgas,Vjurcburg,Vuirziburga [a. 779],Vyurcʻburg,Wiazburg,Wirciburc,Wirzaburg [a. 742],Wirziburg [a. 779],Wuerzboerj,Wuerzburg,Wurtzbourg,Wurtzburgo,Wurzburg,Wurzburgo,Wûrzburg,Würzburg,Würzbörj,bwileucheubuleukeu,fwrtsbwrgh,viurtsburgi,vu~yurutsuburuku,wei er ci bao,weu xr sburk,wrzbrg,wwrtsbwrg,wyrzbwrg,Βίρτσμπουργκ,Вирцбург,Вюрцбург,Горад Вюрцбург,Վյուրցբուրգ,וירצבורג,فورتسبورغ,ورزبرگ,وورتسبورگ,เวือร์ซบูร์ก,ვიურცბურგი,ヴュルツブルク,维尔茨堡,뷔르츠부르크",49.79391,9.95121,P,PPLA2,DE,NA,02,096,9663,9663000,133731,NA,204,Europe/Berlin,2014-12-19
2805644,Würselen,Wuerselen,"Virselen,Vjurzelen,Woeschele,Woesjele,Wuerselen,Wurselen,Wöschele,Wösjele,Würselen,fwrsln,wei er sai lun,wwrsln,Вирселен,Вюрзелен,فورسلن,وورسلن,维尔塞伦",50.81809,6.1347,P,PPL,DE,NA,07,053,5334,5334036,37074,NA,190,Europe/Berlin,2015-09-04
2805753,Wuppertal,Wuppertal,"Boupertal,Gorad Vupertal',UWP,Vupertal,Vupertale,Vupertalis,Vupertāle,Vuppertal,Vuppertal',Wupperdaal,Wuppertal,bupeotal,fwbrtal,vupartala,vuppataru,wu po ta er,wuph phe xrthal,wwprtal,wwprtl,Βούπερταλ,Вупертал,Вупперталь,Горад Вуперталь,Վուպերտալ,וופרטל,فوبرتال,ووپاٹال,ووپرتال,وپرٹال,वुपर्टाल,วุพเพอร์ทัล,ვუპერტალი,ヴッパータール,伍珀塔尔,부퍼탈",51.27027,7.16755,P,PPLA3,DE,NA,07,051,5124,5124000,360797,NA,189,Europe/Berlin,2015-09-04
2805761,Wunstorf,Wunstorf,"Vunstorf,Wunstorf,fwnstwrf,wen si tuo fu,wwnstwrf,Вунсторф,فونستورف,وونستورف,文斯托夫",52.42377,9.43585,P,PPL,DE,NA,06,00,3241,3241021,42080,NA,47,Europe/Berlin,2015-09-04
2805910,Wülfrath,Wuelfrath,"Vilfrat,Viulfratas,Vjul'frat,Wuelfrath,Wülfrath,fwlfrat,wei er fu la te,wwlfrat,Вилфрат,Вюльфрат,فولفرات,وولفرات,维尔夫拉特",51.28195,7.03821,P,PPL,DE,NA,07,051,5158,5158036,22355,NA,189,Europe/Berlin,2015-09-05
2806081,Wörth am Rhein,Woerth am Rhein,"Vert na Rajni,Vjort-am-Rajn,Vjort-na-Rejne,Woerth am Rhein,Worth,Worth am Rhein,Wörth,Wörth am Rhein,fwrth am rayn,lai yin he pan wei er te,wwrth an dr rayn,Верт на Рајни,Вёрт-ам-Райн,Вёрт-на-Рейне,فورث آم راين,وورث آن در راین,莱茵河畔韦尔特",49.04888,8.25959,P,PPL,DE,NA,08,00,7334,7334501,17272,NA,116,Europe/Berlin,2015-09-05
2806142,Worms,Worms,"Borbetomagus,Gorad Vorms,Vormatia,Vorms,Vormsa,Vormsas,Woms,Wormacja,Wormatia,Worms,ZQV,boleumseu,fwrms,vu~orumusu,wo er mu si,wrmz  alman,wwrms,Βορμς,Вормс,Горад Вормс,ווארמז,וורמס,فورمس,ورمز، آلمان,ቩርምዝ,ヴォルムス,沃尔姆斯,보름스",49.63278,8.35916,P,PPLA3,DE,NA,08,00,7319,7319000,81099,NA,104,Europe/Berlin,2017-09-22
2806654,Wolfsburg,Wolfsburg,"BWE,Gorad Vol'fsburg,Vol'fsburg,Volfsburg,Volfsburgas,Volfsmpournk,Wolfsboerj,Wolfsbourg,Wolfsburg,Wolfsburgo,Wolfsbuurich,Wolfsbörj,Wulfsborg,bolpeuseubuleukeu,fwlfsbwrgh,volpsburgi,vu~orufusuburuku,wlfzbrg,wo er fu si bao,wwlfsbwrg,wwlfzbwrg,wwlpsbwrg,Βόλφσμπουργκ,Волфсбург,Вольфсбург,Горад Вольфсбург,Վոլֆսբուրգ,וולפסבורג,فولفسبورغ,ولفزبرگ,وولفزبورگ,وولفسبورگ,ვოლფსბურგი,ヴォルフスブルク,沃尔夫斯堡,볼프스부르크",52.42452,10.7815,P,PPLA3,DE,NA,06,00,3103,3103000,123064,NA,62,Europe/Berlin,2016-11-25
2806768,Wolfratshausen,Wolfratshausen,"Vol'fratsgauzen,Vol'fratskhauzen,Volfratshauzen,Volfratskhauzen,fwlfratshawzn,wlfratzhawzn,wo er fu la ci hao sen,Волфратсхаузен,Вольфратсгаузен,Вольфратсхаузен,Վոլֆրատսհաուզեն,فولفراتسهاوزن,ولفراتزهاوزن,沃尔夫拉茨豪森",47.91289,11.42166,P,PPL,DE,NA,02,091,9173,9173147,17191,NA,578,Europe/Berlin,2013-02-19
2806914,Wolfenbüttel,Wolfenbuettel,"Guelpherbytum,Vol'fenbjuttel',Volfembutel,Volfenbitel,Volfenbjutel,Wolfenbuettel,Wolfenbuttel,Wolfenbüttel,Wulfenbuettel,Wulfenbüttel,fwlfnbwtl,wlfnbwtl,wo er fen bi te er,Волфенбител,Волфенбютел,Вольфенбюттель,فولفنبوتل,ولفنبوتل,沃爾芬比特爾",52.16442,10.54095,P,PPLA3,DE,NA,06,00,3158,3158037,54740,NA,80,Europe/Berlin,2015-09-04
2806919,Wolfen,Wolfen,"Gorad Vol'fen,Vol'fen,Volfen,Wolfen,Волфен,Вольфен,Горад Вольфен",51.66122,12.26873,P,PPL,DE,NA,14,00,15082,15082015,25251,NA,90,Europe/Berlin,2015-09-05
2807184,Witzenhausen,Witzenhausen,"Vicenkhauzen,Vitcengauzen,Vitcenkhauzen,Vitsenhauzen,Witzenhausen,Witzenhusa,fytsnhawzn,vu~ittsu~enhauzen,wei cen hao sen,Витценхаузен,Виценхаузен,Вітценгаузен,فيتسنهاوزن,ویتسن‌هاوزن,ヴィッツェンハウゼン,维岑豪森",51.34103,9.8554,P,PPL,DE,NA,05,066,6636,6636016,16055,NA,151,Europe/Berlin,2015-09-05
2807201,Wittstock,Wittstock,NA,53.16118,12.48287,P,PPL,DE,NA,11,00,12068,12068468,17361,NA,66,Europe/Berlin,2015-09-04
2807218,Wittmund,Wittmund,"Vitmund,Witmundi,Wittmund,fytmwnd,wei te meng de,wytmwnd,Витмунд,فيتموند,ویتموند,维特蒙德",53.57674,7.77839,P,PPLA3,DE,NA,06,00,3462,3462019,21355,NA,4,Europe/Berlin,2015-09-04
2807240,Wittlich,Wittlich,"Vitlikh,Vittlikh,Wittlech,Wittlich,fytlysh,vu~ittorihi,wei te li xi,wytlysh,Витлих,Виттлих,فيتليش,ویتلیش,ვიტლიხი,ヴィットリヒ,维特利希",49.98596,6.89308,P,PPLA3,DE,NA,08,00,7231,7231134,17887,NA,178,Europe/Berlin,2015-09-05
2807344,Wittenberge,Wittenberge,"Vitenberge,Vittenberge,Wittenberge,wei teng bei ge,wytnbrg,Витенберге,Виттенберге,ویتنبرگ,维滕贝格",53.00543,11.75032,P,PPL,DE,NA,11,00,12070,12070424,20171,NA,23,Europe/Berlin,2015-09-05
2807360,Wittenau,Wittenau,Berlin-Wittenau,52.59319,13.32127,P,PPLX,DE,NA,16,00,11000,11000000,29054,NA,41,Europe/Berlin,2012-06-09
2807363,Witten,Witten,"Gorad Vitehn,Viten,Vitenas,Vitten,Witten,ZQR,biten,fytn,vu~itten,wei teng,wytn,Витен,Виттен,Віттен,Горад Вітэн,فيتن,ویتن,ویٹن,ヴィッテン,维滕,비텐",51.44362,7.35258,P,PPL,DE,NA,07,059,5954,5954036,101247,NA,119,Europe/Berlin,2015-09-04
2807465,Wismar,Wismar,"Gorad Vismar,Vismar,Vismara,Vismaras,Vismāra,Vizmar,Wismar,Wismer,Wysmar,Wyszomierz,vismari,vu~isumaru,wei si ma,wysmar,wysmr,Визмар,Висмар,Вісмар,Горад Вісмар,Վիսմար,ויסמר,ويسمار,ویسمار,ვისმარი,ヴィスマール,维斯马",53.89314,11.45286,P,PPLA3,DE,NA,12,00,13074,13074087,45255,NA,1,Europe/Berlin,2015-09-05
2807594,Wipperfürth,Wipperfuerth,"Viperfirt,Viperfiurtas,Vipperfjurt,Wipperfuerth,Wipperfurta,Wipperfurth,Wipperfürth,fybrfwrt,wei pei er fei er te,wyprfwrth,Виперфирт,Випперфюрт,Віпперфюрт,فيبرفورت,ویپرفورث,维佩尔菲尔特",51.1161,7.39865,P,PPL,DE,NA,07,053,5374,5374052,23723,NA,290,Europe/Berlin,2015-09-04
2807748,Winterhude,Winterhude,"Hamborg-Winterhuud,Hamburg-Winterhude,Vinterkhude,Винтерхуде",53.6,10,P,PPLX,DE,NA,04,00,2000,2000000,51297,NA,22,Europe/Berlin,2017-08-14
2807845,Winsen,Winsen,Winsen,53.35753,10.21282,P,PPLA3,DE,NA,06,00,3353,3353040,32662,NA,6,Europe/Berlin,2015-09-05
2807872,Winnenden,Winnenden,"Vinenden,Vinnenden,Winnenden,wen nen deng,wynndn,Виненден,Винненден,Вінненден,وينندن,وینندن,温嫩登",48.87563,9.39819,P,PPL,DE,NA,01,081,8119,8119085,27783,NA,293,Europe/Berlin,2013-02-16
2808461,Wilnsdorf,Wilnsdorf,"Vil'nsdorf,Vilnsdorf,Wilnsdorf,wei er en si duo fu,Вилнсдорф,Вильнсдорф,Вільнсдорф,维尔恩斯多夫",50.81667,8.1,P,PPLA4,DE,NA,07,059,5970,5970044,21505,NA,396,Europe/Berlin,2011-04-25
2808473,Wilmersdorf,Wilmersdorf Bezirk,"Berlin-Wilmersdorf,Vil'mersdorf,wylmrsdrf,wylmrsdwrp,Вильмерсдорф,וילמרסדורף,ویلمرسدرف",52.48333,13.31667,P,PPLX,DE,NA,16,00,11000,11000000,94113,NA,39,Europe/Berlin,2017-09-19
2808559,Willich,Willich,"Vilikh,Villikh,Villix,Willich,fylysh,wei li xi,wylysh,Вилих,Виллих,Вілліх,فيليش,ویلیش,維利希",51.26371,6.54734,P,PPL,DE,NA,07,051,5166,5166036,51843,NA,43,Europe/Berlin,2015-09-04
2808662,Wilhelmstadt,Wilhelmstadt,"Berlin-Wilhelmstadt,Wilhelmstadt",52.52462,13.17707,P,PPLX,DE,NA,16,00,11000,11000000,37624,NA,33,Europe/Berlin,2012-06-09
2808720,Wilhelmshaven,Wilhelmshaven,"Gorad Vil'gel'mskhafen,Vil'gel'msgafen,Vil'gel'mskhafen,Vilchelmschafen,Vilhelmshafenas,Vilkhelmskhafen,WVN,Wilhelmshaven,Willelmeshaefen,Willelmeshæfen,Willemshaven,Wuelmshoawen,Wülmshoawen,bilhelleumseuhapen,fylhlmshafn,vu~iruherumusuhafen,wei lian gang,wylhmshafn,Βιλχελμσχάφεν,Вилхелмсхафен,Вильгельмсхафен,Вільгельмсгафен,Горад Вільгельмсхафен,וילהלמסהאפן,فيلهلمسهافن,ویلهمسهافن,ヴィルヘルムスハーフェン,威廉港,빌헬름스하펜",53.52998,8.11253,P,PPLA3,DE,NA,06,00,3405,3405000,84393,NA,3,Europe/Berlin,2015-09-05
2808893,Wildeshausen,Wildeshausen,"Vil'deskhauzen,Vildeskhauzen,Wildeshausen,Wilshusen,fyldshawzn,wei er de si hao sen,Вилдесхаузен,Вильдесхаузен,فيلدسهاوزن,ویلدس‌هاوزن,维尔德斯豪森",52.89446,8.43375,P,PPLA3,DE,NA,06,00,3458,3458014,18114,NA,27,Europe/Berlin,2015-09-05
2809138,Wiesloch,Wiesloch,"Vislokh,Wiesloch,Wissloch,fyzlwkh,vu~isurohho,wei si luo he,wyzlkh,Вислох,Віслох,فيزلوخ,ویزلخ,ヴィースロッホ,維斯洛赫",49.29504,8.69846,P,PPL,DE,NA,01,082,8226,8226098,25630,NA,134,Europe/Berlin,2013-02-16
2809346,Wiesbaden,Wiesbaden,"Aquae Mattiacae,Aquae Mattiacorum,Aquae Matticae,Gorad Visbadehn,Uisibada,Visbaden,Visbadene,Vizmpanten,Vysbadenas,Vīsbādene,WIE,Wiasban,Wiasbån,Wiesbaden,Wisibada,Wissbade,biseubaden,fysbadn,visabadena,visbadeni,vu~isubaden,wayzbadn,wei si ba deng,wi sba dein,wysbadn,Βιζμπάντεν,Висбаден,Вісбаден,Горад Вісбадэн,Վիսբադեն,וויסבאדן,ויסבאדן,فيسبادن,وائزبادن,ویسبادن,वीसबाडेन,วีสบาเดิน,ვისბადენი,ヴィースバーデン,威斯巴登,비스바덴",50.08258,8.24932,P,PPLA,DE,NA,05,064,6414,6414000,272432,NA,128,Europe/Berlin,2018-03-09
2809517,Wiehl,Wiehl,"Vil,Vil',Wiehl,fyhl,wei he er,wyl,Вил,Виль,Віль,فيهل,ویل,维赫尔",50.9495,7.55062,P,PPL,DE,NA,07,053,5374,5374048,26291,NA,197,Europe/Berlin,2015-09-04
2809889,Wetzlar,Wetzlar,"Betslar,Gorad Veclar,Veclar,Veclara,Veclaras,Veclaro,Veclāra,Vetclar,Vetzlar,Weslar,Weslår,Wetzlar,Wetzlaria,ZQQ,becheulla-eo,ftslar,vetslari,vu~ettsura,wei ci la er,weth s lar,wtslar,wzlr,Βέτσλαρ,Ветцлар,Вецлар,Горад Вецлар,וצלר,فتسلار,وتسلار,เวทซลาร์,ვეცლარი,ヴェッツラー,韦茨拉尔,베츨라어",50.56109,8.50495,P,PPLA3,DE,NA,05,065,6532,6532023,52656,NA,169,Europe/Berlin,2015-09-04
2809984,Wetter (Ruhr),Wetter (Ruhr),"Stadt Wetter (Ruhr),Wetter,Wetter (Ruhr)",51.38747,7.39277,P,PPL,DE,NA,07,059,5954,5954032,29146,NA,126,Europe/Berlin,2015-09-04
2810188,Westerstede,Westerstede,"Vestershtede,Vesterstede,Westerstaee,Westerstede,Westerstäe,fstrshtydh,wei si te er si te de,wstrashtdh,Вестерстеде,Вестерштеде,فسترشتيده,وستراشتده,韦斯特尔斯特德",53.25682,7.92737,P,PPLA3,DE,NA,06,00,3451,3451007,21902,NA,8,Europe/Berlin,2015-09-05
2810538,Westend,Westend,Berlin-Westend,52.51708,13.27636,P,PPLX,DE,NA,16,00,11000,11000000,38501,NA,60,Europe/Berlin,2012-06-09
2810612,Wesseling,Wesseling,"Veseling,Vesseling,Wesseling,fyzylyngh,wei se ling,wzlyngn,Веселинг,Весселинг,Весселінг,فيزيلينغ,وزلینگن,韦瑟灵",50.82709,6.9747,P,PPL,DE,NA,07,053,5362,5362040,35665,NA,50,Europe/Berlin,2015-09-04
2810678,Wesel,Wesel,"Vezel,Vezel',Wesel,wei sai er,wzl,Везел,Везель,وزل,韋塞爾",51.6669,6.62037,P,PPLA3,DE,NA,07,051,5170,5170048,61685,NA,23,Europe/Berlin,2015-09-04
2810716,Wertheim,Wertheim,"Vertgajm-am-Majn,Vertkhajm,Wertheim,Wertheim am Main,frthaym am mayn,vu~erutohaimu,wei er tai mu,wrthaym am mayn,Вертгайм-ам-Майн,Вертхайм,Вертхајм,فرتهايم آم ماين,ورتهایم آم ماین,ヴェルトハイム,韦尔泰姆",49.759,9.50852,P,PPL,DE,NA,01,081,8128,8128131,24869,NA,174,Europe/Berlin,2013-02-19
2810808,Wernigerode,Wernigerode,"Gorad Vernigerodeh,Vernigerode,Vernigerodė,Wernigerode,fyrnyghyrwdh,vu~erunigerode,wei er ni ge luo de,wrnygrwdh,Вернигероде,Верніґероде,Горад Вернігеродэ,ורניגרודה,فيرنيغيروده,ورنیگه‌روده,ヴェルニゲローデ,韦尔尼格罗德",51.83652,10.78216,P,PPL,DE,NA,14,00,15085,15085370,34463,NA,237,Europe/Berlin,2015-09-04
2810833,Werne,Werne,"Verne,Waeen,Werina,Werne an der Lippe,Wäen,wei er nei,wrnh,Верне,ورنه,韦尔内",51.66446,7.63421,P,PPL,DE,NA,07,059,5978,5978040,30810,60,60,Europe/Berlin,2015-09-05
2810855,Wermelskirchen,Wermelskirchen,"Vermel'skirkhen,Vermelskirkhen,Wermelskirchen,frmlzkyrshn,wei mo er si ji xing,wrmlzkyrshn,Вермелскирхен,Вермельскирхен,Вермельскірхен,فرملزكيرشن,ورملزکیرشن,韦默尔斯基兴",51.1397,7.21583,P,PPL,DE,NA,07,053,5378,5378032,36816,NA,302,Europe/Berlin,2015-09-04
2810878,Werl,Werl,"Gorad Verl',Verl,Verl',Werl,Werle,Wiaerl,Wiärl,wei er,wrl,Верл,Верль,Горад Верль,ورل,韦尔",51.55493,7.91403,P,PPL,DE,NA,07,059,5974,5974052,32149,NA,92,Europe/Berlin,2015-09-04
2810919,Werdohl,Werdohl,"Verdol,Verdol',Werdohl,frdwl,wei er duo er,wrdl,Вердол,Вердоль,فردول,وردل,韦尔多尔",51.26011,7.76608,P,PPL,DE,NA,07,059,5962,5962060,20366,NA,201,Europe/Berlin,2015-09-04
2810945,Werder,Werder,"Verder,Verderis,fyrdr,wrda,Вердер,Վերդեր,فيردر,وردا",52.37874,12.934,P,PPL,DE,NA,11,00,12069,12069656,22384,NA,33,Europe/Berlin,2015-09-05
2810969,Werdau,Werdau,"Verdau,Verdava,Werdau,frdaw,wei er dao,wrdwa,Вердау,فرداو,وردوا,韦尔道",50.73604,12.37534,P,PPL,DE,NA,13,00,14524,14524300,24424,NA,274,Europe/Berlin,2015-09-05
2811204,Wendlingen am Neckar,Wendlingen am Neckar,"Vendlingen,Vendlingen am Nekar,Vendlingen-am-Nekkar,Wendlingen,fndlynghn,nei ka he pan wen de lin gen,wndlyngn an dr nka,Вендлинген ам Некар,Вендлинген-ам-Неккар,Вендлінген,Նեքարի Վենդլինգեն,فندلينغن,وندلینگن آن در نکا,内卡河畔文德林根",48.67124,9.37632,P,PPL,DE,NA,01,081,8116,8116071,15728,NA,268,Europe/Berlin,2013-02-19
2811278,Wenden,Wenden,"Venden,Wenden,Венден",50.96667,7.86667,P,PPLA4,DE,NA,07,059,5966,5966028,19924,NA,405,Europe/Berlin,2011-07-31
2811292,Wendelstein,Wendelstein,"Vendel'shtajn,Vendelshtajn,Wendelstein,vu~enderushutain,wen de er si tai yin,Венделштајн,Вендельштайн,Վենդելշթայն,ヴェンデルシュタイン,文德尔斯泰因",49.3523,11.15069,P,PPL,DE,NA,02,095,9576,9576151,16220,NA,342,Europe/Berlin,2013-02-19
2811644,Weiterstadt,Weiterstadt,"Gorad Vajtehrshtat,Vajtershtadt,Vajtershtat,Weiterstadt,faytrshtat,vu~aitashutatto,waytrashtat,wei te er si ta te,Вайтерштадт,Вајтерштат,Горад Вайтэрштат,فايترشتات,وایتراشتات,ヴァイターシュタット,魏特尔斯塔特",49.9039,8.58874,P,PPL,DE,NA,05,064,6432,6432023,24253,NA,109,Europe/Berlin,2015-09-04
2811698,Weißwasser,Weisswasser,"Bela Woda,Betla Woda,Biala Woda,Bialawoda,Biała Woda,Białawoda,Bětła Woda,Běła Woda,Vajsvaser,Vajsvasser,Veisvasere,Weisswasser,Weisswasser/Bela Woda,Weisswasser/O.L.,Weisswasser/Oberlausitz,Weißwasser,Weißwasser/Běła Woda,Weißwasser/O.L.,Weißwasser/Oberlausitz,faysfasr,wayswasr,wei si wa sai er,Вайсвасер,Вайсвассер,Вајсвасер,فايسفاسر,وایسواسر,魏斯瓦塞尔",51.50403,14.64017,P,PPL,DE,NA,13,00,14626,14626600,22099,NA,139,Europe/Berlin,2015-09-05
2811899,Weißenfels,Weissenfels,"Gorad Vajsehnfel's,Leucopetra,Vaisenfelsas,Vajsenfel's,Vajsenfels,Weissenfels,Weißenfels,faysnfls,waysnfls,wei sen fei er si,wyysnpls,Вайсенфелс,Вайсенфельс,Вајсенфелс,Горад Вайсэнфельс,וייסנפלס,فايسنفلس,وایسنفلس,魏森费尔斯",51.20148,11.96843,P,PPL,DE,NA,14,00,15084,15084550,29792,NA,102,Europe/Berlin,2015-09-05
2811909,Weißenburg in Bayern,Weissenburg in Bayern,"Vaisenmpournk in Bagiern,Vajsenburg in Bajern,Vajsenburg-in-Baern,Vajsenburg-in-Bajern,Vaysenburg,Veisenburgas Bavarijoje,Weissenburg,Weissenburg in Bayern,Weissenburgum Noricorum,Weißenburg,bai en zhou wei sen bao,faysnbwrgh an bayrn,waysnbwrg dr bayrn,Βάισενμπουργκ ιν Μπάγιερν,Вайсенбург-ин-Байерн,Вайсенбург-ін-Баєрн,Вајсенбург ин Бајерн,Վայսենբուրգ,فايسنبورغ إن بايرن,وایسنبورگ در بایرن,拜恩州魏森堡",49.03095,10.97221,P,PPL,DE,NA,02,095,9577,9577177,17801,NA,428,Europe/Berlin,2013-02-19
2812145,Weinstadt-Endersbach,Weinstadt-Endersbach,Endersbach,48.81311,9.36387,P,PPL,DE,NA,01,081,8119,8119091,26166,NA,235,Europe/Berlin,2013-02-16
2812174,Weinheim,Weinheim,"Vajngajm,Vajnkhajm,Weinheim,Woinem,faynhaym,vu~ainhaimu,waynhaym,wei yin hai mu,wyynhyym,Вайнгайм,Вайнхайм,Вајнхајм,ויינהיים,فاينهايم,واینهایم,ヴァインハイム,韦因海姆",49.54887,8.66697,P,PPL,DE,NA,01,082,8226,8226096,43325,NA,118,Europe/Berlin,2013-02-16
2812204,Weingarten,Weingarten,"Vajngarten,Weingarten,faynghartn,wayngartn,wei yin jia er teng,Вайнгартен,Вајнгартен,فاينغارتن,واینگارتن,韦因加尔滕",47.81009,9.63863,P,PPL,DE,NA,01,084,8436,8436082,23802,NA,461,Europe/Berlin,2013-02-19
2812482,Weimar,Weimar,"Gorad Vejmar,Vaimari,Vajmar,Vajmaro,Veimar,Veimara,Veimaras,Veimāra,Vejmar,Veymar,Vimaria,Vymar,Výmar,Wehimala,Weimar,baimaleu,faymr,va'imara,vaimari,vu~aimaru,waymar,waymr,wei ma,wi mar,Βαϊμάρη,Ваймар,Вајмар,Веймар,Горад Веймар,ויימאר,فايمر,وائمر,وایمار,वाईमार,ไวมาร์,ვაიმარი,ヴァイマル,魏玛,바이마르",50.9803,11.32903,P,PPLA3,DE,NA,15,00,16055,16055000,64727,NA,220,Europe/Berlin,2015-09-05
2812515,Weilheim,Weilheim,"Vajl'khajm-in-Oberbajern,Vajlkhajm u Gornoj Bavarskoj,Weilheim,Weilheim in Alta Baviera,Weilheim in Oberbayern,Wilheim,waylhaym dr awbrbayrn,Вайльхайм-ин-Обербайерн,Вајлхајм у Горњој Баварској,وایلهایم در اوبربایرن,ヴァイルハイム・イン・オーバーバイエルン",47.84147,11.15484,P,PPLA3,DE,NA,02,091,9190,9190157,21401,NA,573,Europe/Berlin,2014-02-08
2812522,Weilerswist,Weilerswist,"Vajlersvist,Weilerswist,wei lei si wei si te,Вайлерсвист,Вайлерсвіст,Вајлерсвист,魏勒斯维斯特",50.75292,6.84585,P,PPLA4,DE,NA,07,053,5366,5366040,16321,NA,120,Europe/Berlin,2017-09-20
2812625,Weil der Stadt,Weil der Stadt,"Vajl der Shtat,Vajl'-der-Shtadt,Vayl der Stadt,Weil der Stadt,baildeeosyutateu,fayl dr shtat,wayl shhr,wei er de er si ta te,Вайль-дер-Штадт,Вајл дер Штат,Վայլ դեր Շտադտ,فايل در شتات,وایل شهر,ვაილ-დერ-შტადტი,魏尔德尔斯塔特,바일데어슈타트",48.74953,8.87176,P,PPL,DE,NA,01,081,8115,8115050,19338,NA,397,Europe/Berlin,2012-09-06
